user_id,age,gender,country,subscription_plan,device_type,churn,avg_watch_time,sessions_per_week,preferred_genre,rating_behavior,join_date,last_active_date
74,20,F,Germany,premium,mobile,1,108.0,6,Comedy,rare,2023-03-23,2024-11-20
75,28,F,France,basic,mobile,1,67.5,3,Drama,rare,2020-04-26,2024-11-03
76,45,F,Australia,standard,tv,1,77.6,9,Action,rare,2023-08-14,2024-11-11
77,41,M,Spain,premium,tv,0,171.6,9,Action,frequent,2020-02-08,2024-12-29
78,26,M,Brazil,basic,mobile,0,96.0,3,Romance,occasional,2020-05-05,2024-12-29
79,49,F,Brazil,basic,tablet,1,74.8,2,Documentary,occasional,2020-03-04,2024-10-17
80,32,M,UK,standard,laptop,0,90.7,5,Action,frequent,2021-11-27,2024-12-25
81,51,M,Germany,standard,mobile,0,113.1,9,Animation,frequent,2021-05-08,2024-12-30
82,55,F,Italy,basic,laptop,0,50.8,3,Crime,occasional,2020-06-08,2024-12-27
83,23,Other,Brazil,standard,tv,1,108.8,9,Drama,occasional,2021-04-01,2024-08-27
84,30,M,Australia,premium,laptop,0,122.3,9,Horror,rare,2021-03-01,2024-12-30
85,38,F,Germany,premium,tablet,0,111.3,9,Documentary,frequent,2020-12-12,2024-12-25
86,18,F,USA,standard,mobile,0,96.4,8,Mystery,occasional,2021-05-05,2024-12-28
87,31,M,USA,basic,tablet,1,51.0,3,Romance,rare,2020-02-07,2024-11-20
88,45,M,Spain,standard,mobile,0,98.7,5,Thriller,occasional,2020-02-23,2024-12-28
89,32,F,France,premium,tablet,0,126.5,8,Comedy,frequent,2020-04-21,2024-12-25
90,47,F,Brazil,basic,mobile,0,55.0,5,Horror,occasional,2020-06-07,2024-12-26
91,48,F,India,standard,tablet,0,53.4,2,Action,occasional,2020-04-18,2024-12-28
92,35,F,Japan,standard,tablet,1,130.5,8,Romance,frequent,2021-11-03,2024-07-22
93,31,F,Australia,premium,tablet,0,131.8,9,Comedy,frequent,2020-03-13,2024-12-27
94,23,F,France,basic,mobile,0,71.0,2,Crime,occasional,2022-09-26,2024-12-26
95,36,F,Germany,standard,mobile,0,103.6,6,Crime,occasional,2020-03-17,2024-12-30
96,37,M,UK,basic,tv,0,44.4,2,Mystery,frequent,2022-03-05,2024-12-31
97,19,F,Brazil,standard,laptop,0,108.8,5,Drama,occasional,2020-12-29,2024-12-30
98,18,M,Japan,standard,mobile,0,104.1,6,Animation,occasional,2020-06-05,2024-12-31
99,21,M,Germany,standard,laptop,0,108.3,4,Comedy,occasional,2020-06-29,2024-12-25
100,37,M,Brazil,premium,tv,0,77.6,9,Mystery,occasional,2024-05-09,2024-12-26
101,36,F,UK,basic,tv,0,57.0,2,Sci-Fi,rare,2020-05-02,2024-12-27
102,37,F,Germany,premium,tablet,0,117.1,10,Horror,frequent,2020-11-30,2024-12-28
103,22,Other,Mexico,premium,tv,0,159.4,7,Horror,frequent,2020-05-30,2024-12-31
104,41,M,Australia,standard,tv,1,91.3,2,Horror,occasional,2020-01-01,2024-07-25
105,26,Other,Japan,basic,tablet,1,58.7,3,Animation,frequent,2020-03-02,2024-08-09
106,26,M,Australia,standard,tablet,0,72.5,4,Romance,rare,2022-05-20,2024-12-27
107,28,M,Germany,basic,mobile,0,52.2,1,Crime,frequent,2020-03-25,2024-12-27
108,34,M,Italy,standard,tablet,0,104.5,6,Sci-Fi,rare,2020-03-05,2024-12-30
109,48,M,USA,premium,tv,0,86.4,9,Mystery,frequent,2021-08-30,2024-12-25
110,37,M,Japan,basic,tv,0,50.9,7,Thriller,frequent,2021-06-19,2024-12-26
111,25,F,USA,basic,mobile,0,57.1,3,Animation,occasional,2024-01-31,2024-12-29
112,27,Other,Germany,standard,laptop,1,113.2,7,Mystery,frequent,2020-03-09,2024-11-15
113,37,F,Canada,standard,tv,0,85.9,6,Sci-Fi,occasional,2022-01-19,2024-12-30
114,25,F,UK,basic,mobile,0,78.2,2,Thriller,occasional,2021-11-12,2024-12-29
115,42,M,France,standard,laptop,1,125.9,8,Animation,occasional,2021-07-26,2024-08-18
116,40,F,Brazil,standard,tv,0,119.7,4,Crime,occasional,2022-01-02,2024-12-26
117,25,F,Japan,basic,tv,0,18.1,1,Horror,frequent,2020-07-31,2024-12-27
118,30,M,France,standard,mobile,0,60.5,7,Documentary,frequent,2020-02-13,2024-12-28
119,48,F,Australia,standard,tablet,0,73.8,6,Thriller,occasional,2020-02-22,2024-12-31
120,49,M,Germany,premium,mobile,0,137.5,11,Sci-Fi,occasional,2020-12-05,2024-12-31
121,18,M,India,standard,mobile,0,19.8,1,Sci-Fi,frequent,2022-07-26,2024-12-31
122,31,F,Brazil,premium,tv,1,90.0,7,Mystery,occasional,2020-01-19,2024-07-20
123,18,M,UK,standard,tablet,0,112.1,7,Documentary,occasional,2020-11-24,2024-12-30
124,38,Other,Brazil,basic,mobile,0,57.4,3,Crime,frequent,2020-02-07,2024-12-31
125,39,M,Germany,premium,tablet,0,174.3,7,Romance,rare,2023-03-11,2024-12-30
126,34,M,India,basic,tv,0,89.1,2,Thriller,rare,2020-10-20,2024-12-27
127,53,F,UK,basic,tablet,0,67.6,3,Documentary,occasional,2020-05-12,2024-12-29
128,18,F,Australia,basic,tv,0,64.0,3,Animation,rare,2020-07-20,2024-12-30
129,31,Other,USA,standard,tv,0,102.1,6,Documentary,rare,2022-06-16,2024-12-29
130,22,F,UK,basic,laptop,1,59.2,1,Fantasy,rare,2020-03-11,2024-11-07
131,28,Other,Italy,premium,mobile,0,82.3,10,Comedy,frequent,2020-02-16,2024-12-31
132,30,M,Mexico,standard,tablet,0,66.9,6,Horror,frequent,2021-06-19,2024-12-26
133,30,F,France,basic,tv,0,70.5,2,Crime,occasional,2020-10-14,2024-12-25
134,32,F,Italy,standard,tv,1,97.5,4,Action,occasional,2022-04-09,2024-09-02
135,33,M,Japan,standard,laptop,0,125.3,6,Sci-Fi,rare,2020-02-24,2024-12-26
136,42,M,Germany,basic,tv,1,52.3,2,Action,frequent,2020-04-20,2024-08-04
137,42,M,Italy,premium,mobile,1,165.8,7,Horror,rare,2022-06-10,2024-11-16
138,23,M,Brazil,standard,mobile,1,96.0,7,Documentary,occasional,2023-06-01,2024-09-06
139,54,M,France,basic,tv,0,74.8,3,Mystery,occasional,2020-09-24,2024-12-30
140,36,F,Canada,basic,laptop,0,50.6,4,Action,rare,2021-01-24,2024-12-27
141,29,M,India,standard,tablet,0,109.4,5,Fantasy,occasional,2020-01-19,2024-12-27
142,34,F,USA,standard,mobile,0,75.2,6,Documentary,occasional,2022-08-10,2024-12-28
143,30,F,USA,standard,tablet,0,104.4,1,Drama,occasional,2020-12-28,2024-12-31
144,37,F,UK,premium,mobile,0,133.3,7,Comedy,occasional,2020-02-29,2024-12-25
145,33,F,Mexico,premium,mobile,0,63.5,8,Animation,occasional,2021-06-06,2024-12-28
146,52,M,Spain,standard,tablet,0,101.4,3,Animation,occasional,2020-01-12,2024-12-25
147,33,F,UK,standard,tv,0,100.8,6,Fantasy,rare,2020-07-29,2024-12-26
148,21,M,Germany,premium,tablet,0,122.9,9,Drama,occasional,2020-01-10,2024-12-25
149,34,F,Germany,basic,mobile,0,67.9,3,Drama,rare,2020-05-24,2024-12-29
150,20,F,Canada,basic,mobile,0,63.3,3,Thriller,occasional,2020-07-24,2024-12-28
151,36,F,Germany,basic,laptop,0,58.3,3,Romance,occasional,2020-12-31,2024-12-25
152,42,F,USA,premium,tablet,0,108.9,12,Mystery,occasional,2020-09-21,2024-12-25
153,33,Other,Japan,premium,tablet,0,161.7,10,Action,frequent,2020-05-21,2024-12-25
154,48,M,Japan,standard,mobile,0,76.7,1,Drama,frequent,2024-12-01,2024-12-31
155,49,M,Japan,premium,mobile,0,76.8,5,Animation,occasional,2021-08-04,2024-12-30
156,60,F,UK,basic,tv,1,75.7,3,Horror,occasional,2020-05-22,2024-08-05
157,21,F,Canada,premium,laptop,0,139.1,5,Sci-Fi,occasional,2022-08-04,2024-12-27
158,42,F,Mexico,standard,mobile,0,68.8,7,Thriller,occasional,2021-02-09,2024-12-30
159,26,F,Spain,basic,tablet,0,51.8,5,Animation,rare,2020-01-01,2024-12-30
160,32,F,UK,standard,mobile,0,93.7,2,Drama,occasional,2020-08-15,2024-12-28
161,24,M,Spain,standard,laptop,0,100.3,4,Mystery,occasional,2020-02-25,2024-12-31
162,35,M,UK,standard,mobile,0,105.0,9,Animation,occasional,2020-01-22,2024-12-30
163,36,M,USA,premium,tv,0,109.8,5,Drama,frequent,2021-03-15,2024-12-26
164,32,F,Germany,standard,mobile,0,65.1,7,Documentary,frequent,2021-05-31,2024-12-30
165,43,M,Germany,standard,tv,0,104.8,10,Animation,frequent,2021-08-16,2024-12-28
166,38,F,Italy,standard,tv,0,93.7,4,Crime,frequent,2024-12-01,2024-12-28
167,39,F,Canada,basic,mobile,1,40.1,3,Documentary,rare,2022-08-05,2024-09-28
168,31,M,India,standard,tv,0,93.8,9,Documentary,occasional,2020-02-27,2024-12-29
169,34,F,Italy,premium,laptop,0,153.7,9,Comedy,frequent,2022-02-08,2024-12-26
170,41,M,USA,premium,tablet,0,142.8,9,Comedy,frequent,2023-09-27,2024-12-30
171,42,M,Spain,basic,mobile,0,55.9,2,Documentary,rare,2022-01-23,2024-12-29
172,34,F,France,standard,tablet,1,105.4,6,Romance,frequent,2020-01-14,2024-08-21
173,35,M,Brazil,basic,laptop,0,40.9,4,Horror,rare,2022-03-17,2024-12-27
174,32,F,Mexico,premium,tablet,0,86.7,6,Thriller,frequent,2021-11-24,2024-12-30
175,35,M,Japan,premium,tv,0,141.3,8,Thriller,occasional,2021-04-18,2024-12-30
176,32,F,Japan,basic,tv,1,49.0,2,Thriller,occasional,2020-04-14,2024-10-16
177,52,F,India,standard,mobile,0,78.0,4,Animation,occasional,2020-07-04,2024-12-26
178,52,M,UK,premium,mobile,0,104.9,12,Fantasy,rare,2021-01-31,2024-12-31
179,48,F,USA,basic,tv,0,78.5,1,Animation,occasional,2020-06-18,2024-12-28
180,26,F,USA,standard,tv,1,136.9,4,Thriller,occasional,2020-07-13,2024-08-08
181,57,F,Japan,basic,tablet,1,60.2,6,Fantasy,occasional,2020-09-20,2024-09-29
182,35,M,Japan,premium,laptop,1,160.6,6,Sci-Fi,occasional,2022-08-04,2024-09-21
183,26,F,UK,standard,mobile,0,86.2,7,Romance,frequent,2020-01-30,2024-12-25
184,28,Other,Mexico,standard,laptop,1,48.3,4,Comedy,frequent,2023-11-12,2024-10-01
185,39,F,UK,basic,mobile,0,109.1,2,Horror,frequent,2020-03-03,2024-12-29
186,55,F,India,basic,laptop,0,86.8,3,Fantasy,rare,2021-03-26,2024-12-26
187,32,F,UK,standard,tv,0,96.9,7,Action,occasional,2020-01-07,2024-12-31
188,24,F,India,premium,tablet,0,155.1,8,Thriller,rare,2020-08-15,2024-12-30
189,34,M,Spain,basic,tv,0,55.2,4,Comedy,occasional,2021-06-11,2024-12-29
190,46,M,Germany,standard,mobile,0,72.7,6,Documentary,occasional,2020-01-29,2024-12-31
191,46,F,Germany,standard,tablet,0,84.1,3,Mystery,occasional,2020-03-03,2024-12-30
192,26,F,Australia,basic,tv,0,60.1,3,Drama,rare,2020-07-29,2024-12-31
193,45,F,Canada,basic,tv,0,79.2,4,Thriller,occasional,2022-10-30,2024-12-30
194,21,F,France,basic,tv,0,32.7,6,Animation,occasional,2020-02-02,2024-12-25
195,40,M,Australia,basic,tv,0,41.5,3,Action,frequent,2021-06-23,2024-12-27
196,26,M,Australia,basic,tv,1,34.8,2,Fantasy,occasional,2020-04-22,2024-07-28
197,18,M,Canada,standard,tablet,0,125.3,3,Crime,occasional,2020-03-16,2024-12-29
198,44,M,Japan,standard,tv,0,89.8,2,Romance,occasional,2021-08-01,2024-12-30
199,34,F,India,basic,mobile,0,44.7,3,Animation,frequent,2021-06-09,2024-12-31
200,47,F,Brazil,premium,tablet,0,213.7,7,Romance,occasional,2020-07-29,2024-12-30
201,32,F,Australia,premium,mobile,0,100.1,9,Drama,occasional,2020-04-09,2024-12-29
202,36,M,Mexico,premium,mobile,0,102.6,14,Sci-Fi,occasional,2021-03-28,2024-12-29
203,23,M,Spain,basic,mobile,0,78.7,3,Comedy,occasional,2020-08-09,2024-12-28
204,41,M,Germany,standard,mobile,0,88.5,5,Drama,occasional,2021-02-08,2024-12-27
205,33,Other,Japan,basic,mobile,0,86.2,1,Mystery,rare,2020-03-06,2024-12-27
206,39,M,UK,premium,tablet,0,73.1,8,Fantasy,occasional,2020-10-15,2024-12-25
207,39,Other,Canada,standard,tv,0,97.9,5,Action,occasional,2023-07-23,2024-12-27
208,51,M,Spain,basic,laptop,0,72.6,1,Romance,occasional,2022-03-10,2024-12-31
209,24,F,Canada,premium,tablet,0,132.3,13,Comedy,frequent,2020-06-16,2024-12-29
210,37,M,Germany,basic,mobile,0,61.1,3,Thriller,frequent,2020-08-01,2024-12-26
211,41,F,Italy,standard,mobile,0,123.3,6,Horror,occasional,2020-11-03,2024-12-26
212,30,M,USA,standard,laptop,0,94.4,5,Fantasy,frequent,2020-04-04,2024-12-25
213,45,F,India,basic,tv,0,92.2,3,Sci-Fi,frequent,2020-08-16,2024-12-31
214,27,M,Germany,premium,tv,0,98.9,7,Romance,frequent,2020-10-28,2024-12-31
215,51,M,India,basic,laptop,0,37.2,1,Comedy,rare,2020-06-16,2024-12-25
216,45,M,Germany,premium,tv,0,165.0,11,Documentary,frequent,2021-01-26,2024-12-26
217,53,F,Mexico,basic,tablet,0,67.2,3,Animation,occasional,2020-09-28,2024-12-29
218,40,F,USA,premium,tablet,0,41.2,7,Animation,frequent,2020-10-14,2024-12-26
219,40,M,Germany,premium,mobile,0,107.1,7,Animation,frequent,2021-09-08,2024-12-30
220,30,M,Mexico,premium,mobile,0,136.2,9,Action,occasional,2020-03-06,2024-12-25
221,45,F,USA,standard,laptop,0,128.0,4,Comedy,occasional,2020-07-21,2024-12-27
222,53,M,Australia,basic,laptop,1,56.4,2,Animation,occasional,2021-12-31,2024-09-18
223,37,M,Italy,standard,mobile,1,67.7,8,Drama,frequent,2021-07-09,2024-11-15
224,27,M,India,premium,mobile,0,70.8,9,Drama,occasional,2021-02-09,2024-12-26
225,45,Other,Mexico,basic,tv,0,89.5,5,Documentary,frequent,2020-08-21,2024-12-30
226,44,M,France,premium,tablet,1,90.4,8,Comedy,frequent,2020-03-24,2024-08-06
227,23,M,UK,premium,laptop,0,172.4,7,Sci-Fi,frequent,2020-05-22,2024-12-26
228,18,F,Brazil,basic,tv,1,58.6,7,Romance,occasional,2020-06-24,2024-08-16
229,33,F,France,standard,tv,1,92.3,4,Horror,frequent,2020-04-06,2024-11-30
230,18,F,Germany,standard,mobile,0,104.6,2,Sci-Fi,occasional,2023-10-30,2024-12-25
231,22,F,Mexico,premium,mobile,0,126.6,7,Horror,occasional,2022-06-23,2024-12-26
232,40,M,USA,basic,tv,0,69.2,4,Mystery,occasional,2020-02-20,2024-12-31
233,18,F,France,standard,tv,1,117.3,4,Drama,occasional,2021-08-17,2024-09-12
234,45,Other,Canada,standard,tablet,0,86.5,4,Crime,occasional,2020-11-04,2024-12-25
235,18,F,Spain,basic,tv,0,66.4,2,Comedy,frequent,2022-05-19,2024-12-29
236,32,F,France,standard,mobile,0,87.8,4,Sci-Fi,frequent,2021-12-16,2024-12-30
237,18,F,Germany,standard,tv,0,99.1,5,Drama,frequent,2021-12-06,2024-12-28
238,52,M,Mexico,basic,mobile,0,30.6,3,Sci-Fi,occasional,2020-09-03,2024-12-29
239,18,M,Japan,standard,mobile,0,121.5,2,Crime,occasional,2020-02-05,2024-12-25
240,34,F,Germany,premium,tv,0,118.1,7,Comedy,frequent,2022-11-09,2024-12-26
241,23,F,Germany,standard,tv,0,125.3,3,Fantasy,rare,2020-11-29,2024-12-25
242,27,M,India,basic,tv,0,73.1,2,Thriller,occasional,2020-08-27,2024-12-28
243,39,F,Australia,standard,mobile,0,103.0,2,Crime,occasional,2020-04-03,2024-12-25
244,55,M,Australia,standard,tv,0,68.4,3,Comedy,frequent,2020-03-26,2024-12-27
245,45,F,Australia,standard,mobile,0,98.5,3,Comedy,rare,2020-01-19,2024-12-29
246,45,F,Canada,premium,mobile,0,174.9,6,Fantasy,frequent,2020-07-30,2024-12-28
247,41,M,USA,premium,laptop,0,192.9,9,Action,occasional,2021-02-26,2024-12-25
248,43,M,Germany,basic,tv,0,95.6,4,Crime,frequent,2021-04-16,2024-12-27
249,27,Other,Mexico,standard,tablet,1,98.6,11,Animation,frequent,2020-09-07,2024-08-28
250,34,F,India,standard,tv,0,85.1,10,Crime,frequent,2020-07-27,2024-12-28
251,32,M,France,basic,mobile,0,70.9,3,Action,occasional,2021-03-13,2024-12-25
252,43,F,Spain,basic,laptop,0,53.7,1,Romance,rare,2021-05-13,2024-12-29
253,36,F,Germany,standard,laptop,1,113.1,4,Fantasy,frequent,2020-04-19,2024-09-06
254,33,M,India,standard,tablet,0,114.4,5,Thriller,rare,2021-04-03,2024-12-29
255,36,F,Brazil,basic,tablet,0,56.6,3,Romance,frequent,2021-09-28,2024-12-28
256,43,F,Canada,standard,tablet,0,120.1,5,Fantasy,rare,2021-02-10,2024-12-26
257,21,F,France,standard,tablet,0,93.4,3,Animation,frequent,2021-04-27,2024-12-28
258,44,M,Germany,standard,laptop,0,115.3,7,Sci-Fi,frequent,2020-08-30,2024-12-26
259,34,M,Australia,standard,tv,1,71.9,6,Documentary,frequent,2024-08-28,2024-10-16
260,28,F,UK,standard,tv,0,70.8,3,Action,occasional,2020-03-11,2024-12-28
261,37,M,Canada,basic,tablet,0,80.5,4,Fantasy,occasional,2020-11-29,2024-12-30
262,18,M,Brazil,premium,tv,0,127.8,8,Fantasy,occasional,2021-09-18,2024-12-28
263,66,F,Brazil,premium,tv,1,136.0,5,Mystery,frequent,2023-04-17,2024-07-18
264,32,F,Mexico,standard,tv,0,56.1,10,Crime,frequent,2020-08-20,2024-12-28
265,48,M,India,standard,mobile,0,138.4,2,Fantasy,occasional,2020-04-12,2024-12-25
266,41,M,Germany,standard,tablet,0,53.8,2,Documentary,occasional,2020-05-06,2024-12-25
267,47,F,India,basic,tv,0,63.5,1,Horror,rare,2021-11-22,2024-12-31
268,29,M,Italy,premium,mobile,1,144.6,6,Animation,occasional,2020-03-13,2024-07-21
269,21,F,Japan,standard,mobile,1,134.3,5,Thriller,frequent,2020-03-18,2024-09-26
270,19,F,UK,standard,mobile,0,102.7,6,Comedy,rare,2021-01-30,2024-12-29
271,41,M,France,basic,mobile,0,49.3,4,Action,occasional,2021-12-15,2024-12-27
272,48,M,Italy,standard,tablet,0,139.3,4,Documentary,occasional,2020-03-10,2024-12-27
273,43,F,UK,standard,tv,0,131.5,2,Animation,occasional,2020-03-29,2024-12-28
274,38,M,Brazil,standard,tablet,0,126.3,4,Romance,frequent,2021-06-15,2024-12-27
275,25,F,Germany,basic,tv,1,25.3,1,Comedy,occasional,2023-02-09,2024-08-25
276,24,M,USA,basic,tv,0,53.4,4,Mystery,occasional,2020-02-21,2024-12-30
277,30,F,UK,standard,mobile,1,79.9,2,Horror,occasional,2020-12-22,2024-08-19
278,26,M,Brazil,standard,tablet,0,67.0,8,Documentary,occasional,2021-03-18,2024-12-28
279,30,F,Brazil,basic,tv,0,53.7,4,Romance,occasional,2020-02-29,2024-12-27
280,41,M,Canada,premium,tv,1,125.6,9,Comedy,frequent,2020-06-08,2024-07-25
281,44,F,Brazil,standard,mobile,1,91.1,4,Sci-Fi,rare,2021-08-02,2024-08-22
282,37,F,USA,standard,laptop,0,71.0,7,Fantasy,occasional,2021-09-07,2024-12-26
283,39,M,Mexico,basic,mobile,0,66.2,5,Sci-Fi,occasional,2021-07-11,2024-12-28
284,52,M,France,standard,tablet,0,123.3,8,Horror,occasional,2020-02-06,2024-12-29
285,49,M,USA,standard,tv,0,116.4,3,Comedy,occasional,2020-07-28,2024-12-25
286,46,M,Japan,standard,tv,0,98.5,3,Thriller,occasional,2020-11-10,2024-12-26
287,26,M,UK,basic,mobile,0,57.4,4,Documentary,occasional,2020-10-29,2024-12-27
288,45,F,UK,standard,tv,0,69.3,2,Animation,frequent,2020-08-16,2024-12-29
289,40,M,Germany,standard,laptop,0,107.0,5,Sci-Fi,frequent,2022-11-22,2024-12-28
290,33,F,USA,standard,mobile,0,78.7,2,Crime,rare,2022-04-19,2024-12-26
291,38,F,Germany,premium,laptop,1,119.7,5,Action,rare,2022-02-18,2024-07-06
292,18,M,Brazil,basic,tablet,0,63.2,1,Horror,rare,2024-02-26,2024-12-29
293,33,M,France,basic,mobile,0,53.5,2,Horror,rare,2021-05-21,2024-12-31
294,25,F,Spain,standard,tv,1,92.1,3,Fantasy,rare,2022-02-08,2024-09-13
295,35,F,UK,standard,tablet,0,96.1,6,Sci-Fi,frequent,2020-12-24,2024-12-30
